job_title,job_location,company_name,job_summary,post_date,extract_date,job_salary,posting_url,description_text,keywords
Associate Software Engineer,"Merrimack, NH",CAMP Systems International,"Solid understanding of objected-oriented design and software engineering principles.
During this time, you will be faced with the challenge of creating new…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=a3ca740aae00cc80&fccid=9833baece22c6c88&vjs=3,"CAMP Systems is the leading provider of aircraft compliance and health management services to the global business aviation industry. CAMP is the pre-eminent brand in its industry and is the exclusive recommended service provider for virtually all of the business aircraft manufacturers in the world including Gulfstream, Boeing, Bombardier, Cessna, Dassault, Embraer, Beechcraft, Socata, Pilatus, HondaJet as well as Pratt & Whitney Canada and Honeywell. Our services are delivered through a “SaaS plus content” model and we serve over 16,000 aircraft worldwide. CAMP has grown from a single location company with $12MM in revenue in 2001, to over $120MM in revenue, with more than 800 employees in 12+ locations around the world. Most of this growth has come from strategic acquisitions, which have been fully integrated into the core operations of the business.. Job Summary:. In this role, you as an Engineer will work within a small Agile Scrum team, assigned to a various Product Line. During this time, you will be faced with the challenge of creating new applications, as well as fixing, updating, and modifying legacy software. Our system works heavily with JavaScript, and the MS Suite of technology. You MUST be a strong devoted coder. This is a hands on position, we want someone who is focused, and passionate about coding, and development. Flexibility is everything, our team members are all FULL STACK MASTERS, and you have to be open to working and taking on new and old technologies alike.. . We expect all of our team members to contribute towards building a culture of continuous learning and improvement. We like to think we are open to new approaches and ideas. CAMP offers a unique domain, as well as a chance to be part of a product that effects the readiness, safety, and performance of nearly every major manufacturer of business aircraft. As like many of our team, if you are selected, with hard work, a continued quest for knowledge, and a knack for troubleshooting, there are endless possibilities for growth and development.. . Requirements:. Bachelor’s Degree in Computer Science or related field.Highly proficient with 1-5 years of experience in Microsoft development stack including C#, ASP.NET, and Visual Studio.Solid understanding of objected-oriented design and software engineering principles.Good working knowledge of coding and architectural design patterns (MVC, MVVM).Strong working experience with JavaScript, JavaScript frameworks (ExtJS, JQuery, Angular, etc.), CSS and HTML (preferably ExtJS).. Benefits:. CAMP offers a competitive salary and a comprehensive benefits package including Medical, Dental, Vision, Life Insurance, LTD, 401k w/Match, FSA, EAP, Gym Reimbursement, Tuition Assistance + More!","['architectural design patterns', '401k w/match', 'world including gulfstream', 'full stack masters', 'global business aviation industry', 'small agile scrum team', 'exclusive recommended service provider', 'nearly every major manufacturer', 'microsoft development stack including c#', 'comprehensive benefits package including medical']"
Software Engineer,"Manchester, NH",Consolidated Communications,"Candidate should be familiar with build and configuration software used in our environment.
The Software Engineer directs the solution design of new functions…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=4987b47cf494e9da&fccid=72c3a5f37915efac&vjs=3,"Major Duties. . . Classification: Exempt, Non-Bargaining. This position may be located in Manchester, NH; Conroe TX; Charlotte NC; Roseville CA). The Software Engineer directs the solution design of new functions and features from conception to completion for systems and applications as well as provides support for multiple applications that run throughout the Consolidated Communications footprint.. The Software Engineer works with the business management and end-users to conceptualize a new project; enhancement or change in functionality recommends strategies and then designs the requirements. This requires understanding business functionality, technical system interfaces and database design of the applications..  The Software Engineer also evaluates the financial cost of each of the projects to ensure the business case is justified. They will work to maintain application stability and minimize downtime for users as well as work with team to understand upcoming changes and deploy updates/patches for assigned applications. This requires excellent troubleshooting skills and understanding assigned applications as well as system infrastructure and business expectations.. . Responsibilities. . Works with the business community to understand current issues and problems with the application, architecture, business process and combination thereof to determine root cause and design the most effective solution. Defines end user/systems requirements for new project and programs. Participates in the design and review of new product requirements and technical design. Designs functionality to include modifications to existing product process, or the creation of new processes. As required supports the system testing phase by reviewing the testing plans and execution results. Works with the technical teams and the end-users when resolving defects found in testing. Works with subject matter experts and other architects to define business and system requirements, conduct process and data modeling and support the IT Enterprise architecture development. May perform Tier 2 review of all false defects identified during testing routines. Contribute towards development of future technology direction in conjunction with other IT teams. Contributes to departmental activities and programs by accomplishing related tasks as needed. Performs System Administrator functions for multiple applications. Works with internal and external business partners in error resolution. Participates in the knowledge transfer for new applications being supported by the team. Responsible for Deployments, including upgrades and patching relating to multiple applications, within multiple environments. Cross trains with other team members on supported applications and new applications assigned to the team. Assists in implementing automation to relieve manual tasks performed by team members. Generates and organizes application support documentation. Contributes to departmental activities and programs by accomplishing related tasks as needed. Identifies areas of improvement within the support model. Qualifications. . . Knowledge, Skills & Abilities:. The candidate must have experience creating web pages, APIs and applications using some or similar technologies listed below.. CSS 3. SOAP services. Spring Framework + Spring Boot. . HTML 5. SASS. .NET Framework. . JavaScript. JSP/JSF. .NET Core. . RESTful services. JAVA. ASP.NET/MVC. . . Candidate should have an understanding of the application server software listed is below.. Apache. Tomcat. Candidate should have experience with the following database technologies.. SQL (MySQL). Linux. . Oracle. Unix. . SQL Server. Windows Server 2003 / 2008 / 2012 / 2016. . PowerShell. Windows XP / Windows 7. . Candidate should be familiar with build and configuration software used in our environment.. Maven. Webpack. Nuget. . Grunt. Git. SVN. . Eclipse. Yarn. Weblogic. . Experience working with various data and voice providers and users a plus. Experience in the identification and resolution of user/implementation requirements.. Business process and reengineering experience, as well as an understanding of the relationship between processes and policies.. Strong understanding of the organization's goals and objectives.. Good written and oral communication skills; good interpersonal skills.. Ability to conduct research into system issues and products as required.. Ability to present ideas in business-friendly and user-friendly language.. Highly self-motivated and directed, with keen attention to detail.. Proven analytical and problem-solving abilities.. Ability to effectively prioritize tasks in a high-pressure environment.. Customer service orientation.. Experience working in a team-oriented, collaborative environment.. Experience with hardware & Operation system selection, installation and configuration as well as virtualization. Strong troubleshooting and analysis abilities. Strong documentation and organizational skills. Ability to understand existing system processes in order to document or analyze for efficiencies. Required Education & Experience:. Bachelor's degree and equivalent 2-4 years related experience. Experience in telecom operations a plus. Experience in cross functional project management. Experience integrating customer requirements and system improvements. Experience in the identification and implementation of cross-functional process and system improvements that support expense reduction. Equal Opportunity Employer. . . All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, sexual orientation, national origin, marital status, familial status, genetics, disability, age, veteran status or any other characteristic protected by law.","['equivalent 2-4 years related experience', 'may perform tier 2 review', 'requires excellent troubleshooting skills', 'performs system administrator functions', 'experience creating web pages', 'software engineer also evaluates', 'hardware & operation system selection', 'spring framework + spring boot', 'relieve manual tasks performed', 'defines end user/systems requirements']"
"Senior Software Engineer, Application Backend","Nashua, NH",Episerver,"Identify when to replace and when to rebuild legacy systems.
Design and enhance all systems to be Enterprise Class (Reliability, Scalability, Performance,…",6 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=f30dd5dda51f35b6&fccid=33cb3d5d606b6d6b&vjs=3,"Experimentation is the foundation of all human knowledge. As we continue to enhance our enterprise-class Digital Experience Platform, we are looking for a Senior Software Engineer, Application Backend to help lead and create our next wave of services and architectural improvements. We want you to be idealistic but pragmatic, creative but able to embrace elegant simplicity in both code and infrastructure. Scale and performance are part of everything we build. You’ll be building the foundation that empowers billions of experiences across the world’s leading websites and digital experience providers.. . As a Senior Software Engineer, Application Backend you will:. Design and implement next generation core application backend components. Identify when to replace and when to rebuild legacy systems. Design and enhance all systems to be Enterprise Class (Reliability, Scalability, Performance, Security, etc.). Design and build systems that have monitoring and alerting capabilities. Educate internal customers on how to best venture into our codebase. Organize, plan, and lead large projects through to completion. . About you:. You have 5+ years’ experience in scalable technical projects. You have demonstrated experience in deconstructing a monolith application into services. You have demonstrated experience in designing and building high-performance, highly available and scalable services/APIs. You find satisfaction in being a force multiplier for your colleagues. You look at engineering problems holistically and have developed best in class products. You stay on top of technical trends and know how to use them pragmatically. You are self-motivated, yet still enjoy working in partnership across an organization. . About us:. Work with colleagues that get you fired up every day and are super smart!. Learn more about our engineering organization by visiting our blog. We’re engaged in the Developer Community. We are after-all not just developers but we are also building products for developers. You’ll see us at various Meetups, such as PyBay (Bay Area), Python (Austin) and more. We’re not locked into a specific technology stack. You’ll be working with and picking the latest technologies to do the job right. Some of the technologies we work with include: Python, Django, Celery, Postgres, Redis, Elasticsearch, Docker, Jenkins, Linux, CircleCI, Heroku, AWS, Google Cloud Platform, Monitoring, and observability tooling","['scalable technical projects', 'engineering problems holistically', 'senior software engineer', 'embrace elegant simplicity', 'educate internal customers', 'specific technology stack', 'digital experience providers', 'google cloud platform', 'yet still enjoy working', 'enterprise-class digital experience platform']"
Software Engineer,"Nashua, NH",Arista Networks,"Software engineers work on the whole development process, including:
Writing the code (of course).
Hack on our engineering tools, including p4, django, python,…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=f0360af91a018be9&fccid=da9c8368867819c9&vjs=3,"Company Description. . null. . Job Description. . The core responsibility is to deliver product features. A major part of this is writing the code that drives our products. But the role of a software engineer is much bigger than just being a coding machine. Software engineers work on the whole development process, including:. deciding what features to build. driving the design. writing the code (of course). pushing testing. documenting the feature. supporting customers in the field. Along the way, you might:. extend and improve the test infrastructure. hack on our engineering tools, including p4, django, python, rpm, .... work with sales and business development. improve the content on our website. The Person:. If you.... love to program. enjoy building things and shipping them, truly making them work. find satisfaction in creating a really well-written piece of code. care about keeping the code maintainable and preserving its integrity. look for a better way, and strive to make it real. care about the business too. enjoy working with others who feel the same. learn how things work, just for fun or out of curiosity. ... then this job is for you.. . Qualifications. . A strong background in Linux, C++, TCP/IP, python, hardware, drivers, compilers, or assembly language is a plus. A BSCS/CE degree is required.. Additional Information. . All your information will be kept confidential according to EEO guidelines.","['things work', 'software engineer', 'enjoy working', 'software engineers work', 'deliver product features', 'enjoy building things', 'whole development process', 'bscs/ce degree', 'kept confidential according', 'really well-written piece']"
CNSATM Software Engineer,"Nashua, NH",DCS Corp,"Develop software following Agile processes.
Translate operator functionality requirements into a software system specification.",12 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=92ffe96d91839b8b&fccid=1380d0d61a54c0c0&vjs=3,"Develop and improve software components that support mission planning for CNS/ATM certified aircraft.. . Essential Job Functions:. . Performs tasks with little to no guidance.. . Assure software compliance with CNS/ATM Performance Based Navigation and Mission Planning requirements.. . Translate operator functionality requirements into a software system specification.. . Review and update conceptual requirements, system specification documents, hardware and software interface requirements, and software designs to ensure compliance with functional requirements.. . Utilize principles of systems engineering, and other engineering disciplines, to evaluate and recommend software solutions, and clarify requirements.. . Develop software following Agile processes.. . Required Skills:. . Due to the sensitivity of customer related requirements, U.S. Citizenship is required.. . Bachelor's Degree in software engineering or related discipline and a minimum of 5 years of experience.. . Active Secret Security Clearance.. . At least 5 years of experience applying DO-200 requirements to ground station software development or applying DO-178 requirements to aircraft software development.. . Thorough understanding of DAFIF format, content, and relationship to commercial navigation database standards.. . Understanding of Federal Aviation Regulations and CNS/ATM requirements.. . Familiarity with DoD and NAVAIR acquisition processes and Systems Engineering Technical Reviews.. . Strong communication skills, attention to detail, experienced team member, ability to work closely with multiple diverse teams simultaneously, and the drive to contribute to program success.. . Ability to work independently, or in a multi-discipline team.. . Desire and ability to leverage lessons learned by evaluating processes and solutions/conclusions from previous efforts.. . Desired Skills:. . Intimate knowledge of DAFIF specification, ARINC 424 specifications, and other commercial navigation database formats.. . Experience with SQL, Microsoft Access, and database building and manipulations.. . Experience with one or more object-oriented, high order software language.","['ground station software development', 'translate operator functionality requirements', 'high order software language', 'cns/atm certified aircraft', 'commercial navigation database standards', 'commercial navigation database formats', 'active secret security clearance', 'multiple diverse teams simultaneously', 'develop software following agile processes', 'cns/atm performance based navigation']"
DevOps Engineer,"Manchester, NH",JRNI,"You will be responsible for designing infrastructure, building and maintaining tools for automation, monitoring day-to-day operations and troubleshooting any…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=3df64b76c68ccc31&fccid=eed52ac990034add&vjs=3,"It’s an exciting time to join JRNI. We’re about to embark on a transition period to move from a multi-seat monolith structure, towards a distributed and cloud-agnostic architecture, with you and your global Engineering team-mates leading the effort.. . Life at JRNI is collaborative but fast paced - You'll be at the forefront of our growth and expansion, as you'll be the first member of our Engineering Team in the US working with the other Engineers based in the UK.. You will be responsible for designing infrastructure, building and maintaining tools for automation, monitoring day-to-day operations and troubleshooting any roadblocks faced by the technical teams.. You will be;. . Partnering with our Head of Engineering and CTO suggest improvements to our DevOps processes and tools, whilst helping us to expand to additional cloud hosting environments alongside our infrastructure. Helping to extend the centralization of configuration management, monitoring and automation tools. Championing DevOps best practices alongside educating the wider technology teams to ensure our systems are able to continuously scale, remain stable and are secure. Evolving and executing daily operational activities and proactively identifying issues and optimizations in a timely manner. . This role is yours to really shape and grow into. You’re able to give consultative advice in the DevOps space, within the team and the wider business, and are excited by implementing positive change in a fast growing company and industry. This role will require you to start around the time of 8am to overlap with our CTO and Head of Engineering on UK time zones.. You will have;. . . Extensive experience (around 7+ years) establishing and owning service deployments in AWS. Solid practical experience of operating Docker and Kubernetes in production. Impeccable communication and an ability to explain complex technical architectures to those less fluent. Experience building and improving workflows and processes, and monitoring the effectiveness of existing processes and tools. Experience of web protocols and scripting languages. Familiarity with Puppet, Terraform or similar configuration/infrastructure as code tools. Knowledge of web service delivery and security tools, as well as the communication protocols and paths between components. . If this sounds like you, we’d love to hear from you! Our strong, values-driven culture makes JRNI a great place to work! We care deeply about the growth and happiness of every member of our team. We offer medical, dental and vision insurance plans, stock options for all employees, 401K plan, social events, generous time-off policy, personal learning days and lots more!. If you’d like to help us drive this even further forward then please apply now!. Equal Opportunity Employer. We are committed to creating a diverse environment and are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.. The above noted job description is not intended to describe, in detail, the multitude of tasks that may be assigned but rather to give you a general sense of the responsibilities and expectations of this position. As the nature of business demands change so, too, may the essential functions of this position.","['employment without regard', 'noted job description', 'cloud-agnostic architecture', 'explain complex technical architectures', 'multi-seat monolith structure', 'executing daily operational activities', 'global engineering team-mates leading', 'monitoring day-to-day operations', 'values-driven culture makes jrni', 'additional cloud hosting environments alongside']"
"Senior Software Engineer, Front End","Nashua, NH",Episerver,"Work with people who share a passion for empathizing with customers while thinking deeply about elegant solutions that scale, rigorous code reviews, automated…",6 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=cdb0d1472bada8ca&fccid=33cb3d5d606b6d6b&vjs=3,"Episerver is looking for an experienced Senior Front-End Software Engineer to join our Account Services team. As a member of this team, you'll be building features that enable some of the world’s largest companies—including over 24 of the Fortune 100—to deliver digital experiences that delight customers through the use of experiments and personalization.. . As a Senior Front-End Software Engineer you will:. Partner with product management, engineering, and design to build user interfaces that power companies' experimentation programs. Work with people who share a passion for empathizing with customers while thinking deeply about elegant solutions that scale, rigorous code reviews, automated testing, and building high-quality enterprise software. . About you:. Production experience in single-page frontend applications built on frameworks and libraries like ReactJS, AngularJS, or VueJS. Experience with modern web testing frameworks (Karma/Jasmine, Jest, etc.), build systems (Grunt, Webpack), and have written highly scalable, reliable front-end applications. Interpersonal communication skills can work well in a diverse, team-focused environment with other engineers, product managers, designers, and so on. Strong product sensibilities and deep empathy for customers. Understand frontend challenges like application state management and asynchronous JavaScript programming. You understand the browser and its runtime, the internals of JavaScript frameworks, and the life of an API request from end-to-end. You’ve worked with APIs—perhaps you've built them from scratch or augmented existing ones as needed. Experience developing/debugging the backend. You're excited to rally engineers around you to solve a deep customer problem, even when no one asked you to. . Our Stack:. We build with React and manage state with NuclearJS, our open-source Flux implementation using Immutable.js data structures. We write ES2015, leverage Webpack and Babel to deliver an application that is written with clean code that is performantly delivered to our users. Our React components and Sass code are reusable, generic, and live standalone in the freely available OUI library.","['js data structures', 'end-to-end', 'modern web testing frameworks', 'freely available oui library', 'reliable front-end applications', 'single-page frontend applications built', 'building high-quality enterprise software', 'senior front-end software engineer', 'experienced senior front-end software engineer', 'open-source flux implementation using immutable']"
Software Engineer - SMART,"Nashua, NH",DCS Corp,"Carries out computer hardware and software security strategies for requested programs.
Reviews and executes software related test plans, test procedures,…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=b2f56764c9e9c695&fccid=1380d0d61a54c0c0&vjs=3,"DCS is seeking an experienced Software Engineer to join our team to support the Army SMART software suite.. . Essential Job Functions:. Performs software development with extensive knowledge of 3rd and 4th Generation languages such as C, C++, C#, JAVA, and Python (C# preferred).. . Supports senior engineers performing engineering and scientific work involving the design, development, and operation of man portable computer systems, including hardware and software and their integration with other systems and peripherals.. . Reviews and executes software related test plans, test procedures, software requirement and interface specification, software design document, test scripts and test reports on technical adequacy on assigned programs, for both government and contractor testing, as well as related failure reports.. . Carries out computer hardware and software security strategies for requested programs.. . Extensive understanding of the DoD standards guiding the development of computer hardware and software policy, requirements, integration, engineering, and testing.. . Perform security, analyses and risk/vulnerability assessments of computer hardware and software.. . Periodic travel (<10%) to customer sites to interface directly with the customer, maintain databases, and resolve database issues.. . Location in Nashua, NH, other DCS location, or remote telework for qualified candidates.. . Required Skills:. Due to the sensitivity of customer related requirements, U.S. Citizenship is required.. . Bachelor's degree in relevant engineering / technology field plus 5 years of experience or a Master’s degree plus 4 years of experience is required.. . Ability to obtain Secret Clearance within 6- 9 months of hire date.. . Ability to work with a geographically-distributed team.. . Significant experience with developing software using one or more high-level languages (C++, C#, Java) – C# is preferred.. . Experience with Web Application Design and Development using one or more of the following – ASP.NET, ASP.NET Core, JavaScript, CSS, HTML5.. . Desired Skills:. Knowledge and familiarity with Microsoft Azure DevOps for team tasking, repo, and pipeline management.. . Microsoft SQL experience is a plus.. . Knowledge and familiarity with Git.. . Experience with Scaled Agile Framework (SAFe), any certification is a plus.. . Knowledge and understanding of logistics and fielding equipment needs of US Army soldiers.","['microsoft azure devops', 'scaled agile framework', 'fielding equipment needs', 'related failure reports', 'man portable computer systems', 'army smart software suite', 'developing software using one', 'relevant engineering / technology field', 'executes software related test plans', 'supports senior engineers performing engineering']"
Software Engineer,"Nashua, NH","SRC, Inc.","Oversee software development at the BAE facility in Nashua, NH.
And make recommendations to government lead engineer on software development activities.",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=362fb9ea1946ab94&fccid=950032d3c5a663a9&vjs=3,"SRC, Inc. is currently seeking a Sofware Engineer supporting a DoD program from system design through development, test activities, and fielding. The position will provide on-site government support to the Compass Call program at BAE Systems, Nashua, NH. Daily activities will be coordinated with program leadership and involve working closely with the contractor’s engineering and production teams. Duties include observing/supporting test events, program reviews, product sell-offs, and other events either on-site at BAE or at other locations to meet programmatic milestones.. . Responsibilities. Support Program Office acquisition activities including reviewing contractor technical data, reviewing schedules, preparing technical evaluations of proposals, and reviewing contract documents and operator training materials. Work with operators to validate design and test requirements. Oversee software development at the BAE facility in Nashua, NH. Evaluate contractors’ technical strategies and advise the lead engineer and program integration team. Represent the government lead engineer in technical forums where formal government direction is not required. Provide report of events and action items for lead engineer and program manager action/disposition.. Participate in or conduct meetings, design reviews, and working groups. Coordinate agendas and attendance for technical reviews and technical interchange meetings. Develop technical reports and presentations for government and contractor forums. Contribute to and review test plans, reports, and supporting data and support test teams for laboratory, ground, and open-air flight test events, as required. Review and oversee the progress of contractors in meeting project objectives.. Support human factors analyses and provide recommendations to government lead engineer to improve effective operation of the Compass Call PME. Maintain awareness of software development trends, techniques, tools, etc. and make recommendations to government lead engineer on software development activities. Attend government and industry trade shows, conferences, symposiums, meetings, etc as requested by the government lead engineer. Bachelor’s degree in computer science, engineering, mathematics or other science or technical degree; additional relevant experience may be considered in lieu of a degree. Must have at least 10 years’ experience applicable to the job duties. Understand SW development processes and techniques, including Agile SW development and implementation. Knowledgeable on current SW coding techniques, tools, languages, and processes.. Understand OMS/Open Architecture standards and implementation. Able to discuss SW testing and troubleshooting. Understand communication and radar signal processing, waveform generation, and EW effects generation techniques. Understand human-machine interface engineering and associated technology trends. Experience in design, analysis, or test of EW, radar or communications systems. Critical tasks may involve additional and non-standard work hours. Ability to work autonomously at a non-Government facility. Security Clearance Requirements. . Must be a U.S. citizen. Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Current Secret clearance required, TS-SCI eligible, current TS-SCI preferred.. Location Nashua, New Hampshire. Employment Type Full-Time Salaried. Experience Required 10+ years. Education Required Bachelors Degree. Security Clearance Requirement Secret. Travel % 25","['additional relevant experience may', 'support human factors analyses', 'events either on-site', 'provide on-site government support', 'understand human-machine interface engineering', 'open-air flight test events', 'critical tasks may involve additional', 'understand oms/open architecture standards', 'employment type full-time salaried', 'duties include observing/supporting test events']"
Software Test Engineer,"Nashua, NH",Arista Networks,"Participate in functional specification and software design reviews held by your team and provide customer centric input.
Be the testing expert for your team.",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=a64995cbe8e3a1d2&fccid=da9c8368867819c9&vjs=3,"Company Description. . null. . Job Description. . Arista Networks is looking for world-class Software Test Engineers to help us in building the highest quality networking products you can buy. At Arista, you’ll spend your time embedded deeply into our development teams, working side by side with the developers, helping us to explore, find and fix our bugs before they can reach our customers. You will NOT spend your time running manual regressions of mind numbing, 1000 page test plans, because Arista’s developers automate all the basic functional and integration tests. Instead, you’ll bring your intelligence, creativity, and drive to work every day to help us understand how our products are going to be used by our customers and to make sure that they’re going to work every time. Your job is to find the hard bugs, the ones not easily exposed by the developers’ automated unit and product level tests.. Job Responsibilities:. Use every means possible to find the bugs in the software and/or hardware being developed by your team.. Write test plans to validate Arista features and products.. Design test network topologies to validate functionality, performance, stability and scalability of features and products.. Execute test plans to verify all aspects of the product. Identify defects and validate resolution.. Work as an agile member of a combined development and test team, running in short cycles to develop functional software in quick iterations.. Work with the developers on your team in creating their plans for automated tests to complement the exploratory testing that you perform. Be the testing expert for your team.. Participate in functional specification and software design reviews held by your team and provide customer centric input.. . Qualifications. . Proven expertise in creating test methodologies and writing test plans.. Strong knowledge in one or more of the following areas: Ethernet, RSTP/ MSTP, VLANs, IP Routing, TCP/IP, OSPF, IS-IS, BGP, IGMP, PIM SM/ SSM, QoS, L2-L3 protocols, Platform validation, HA, QOS, network management.. Experience with IXIA and/or Spirent test tools desired. Familiarity with test automation tools and scripting languages desired. BS CS/CE/EE plus 3+ years of experience. MS degree preferred. Strong communication skills.. CCIE certification a plus.. Additional Information. . All your information will be kept confidential according to EEO guidelines.","['test automation tools', 'highest quality networking products', 'time running manual regressions', 'design test network topologies', 'spirent test tools desired', 'software design reviews held', 'use every means possible', 'provide customer centric input', 'bs cs/ce/ee', 'world-class software test engineers']"
FAST Labs Software Engineer II,"Merrimack, NH",BAE Systems,"And, have opportunities to develop strong and increasingly complex software skills and stay current in the software discipline.",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=220cb445efa2c304&fccid=200a825acadb9338&vjs=3,"You don’t see it, but it’s there. Our employees work on the world’s most advanced electronics – from saving emissions in the City of Lights to powering the Mars Rover to protecting the F-35 fighter jet. At Electronic Systems, you’ll be among the brightest minds, working on the aerospace and defense industry’s most difficult problems. Drawing strength from our differences, we’re innovating for the future. And you can, too. Our flexible work environment provides you a chance to change the world without giving up your personal life. We put our customers first – exemplified by our missions: “We Protect Those Who Protect Us®” and “We Innovate For Those Who Move The WorldTM.” Sound like a team you want to be a part of? Come build your career with BAE Systems.. . Through research programs funded by science and technology R&D organizations within the U.S. Department of Defense, the research and development team in FAST Labs collaborate across the enterprise. On this team, you’ll have the opportunity to create and develop advanced technology capabilities in the areas of advanced electronics, autonomy, cyber, electronic warfare, and sensors and processing.. . Responsibilities:. As a Software Engineer in FAST Labs Software Engineering, you will work with a cross-functional team under the guidance and mentorship of a Principal or Chief Engineer to demonstrate the solutions to some of the United States’ most pressing problems. You will help break down and estimate functionality, and provide feedback to project leadership such as improvements to system designs, algorithms or user interfaces.. . You will support and work closely with the RF EW and Advanced Electronics (R2E) product line which is focused on developing next-generation Electronic Warfare capabilities for the Warfighter.. . As a technical representative and owner of systems and products, you will occasionally travel (about 10% of the time) to customer sites for meetings and technical discussions and participate in field events and flight tests. And, have opportunities to develop strong and increasingly complex software skills and stay current in the software discipline. The organization focuses on career development of our software engineers and advancement of the craft of software engineering.. . Required Education, Experience, & Skills. . An active Top Secret security clearance is required. Bachelor’s Degree in Computer Science or Engineering related discipline with 2+ years of experience, or Master’s Degree and 0 years of experience. Object-Oriented language experience (C++ or Java). Software development experience in a Linux environment. Excellent team player who is willing to contribute in any capacity. Motivated individual with strong problem-solving abilities. Effective communication skills (both verbal and written). . Preferred Education, Experience, & Skills. . Top Secret SCI (Sensitive Compartmented Information) clearances highly desired. Current Java software development experience on Windows or Linux. Current C++ software development experience on Windows or Linux. Full Life-Cycle Software Development experience. Linux System Administration. Proficiency with software build tools such as Jenkins, Subversion, CMake and Ant. Experience with any of Distributed Systems, Multi-threaded systems, or Military systems or simulations. Architecture experience. Experience with Digital Signal Processing. . About BAE Systems Electronic Systems. . BAE Systems is a premier global defense and security company with approximately 90,000 employees delivering a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support and services.. The Electronic Systems (ES) sector spans the commercial and defense electronics markets with a broad portfolio of mission-critical electronic systems, including flight and engine controls; electronic warfare and night vision systems; surveillance and reconnaissance sensors; secure networked communications equipment; geospatial imagery intelligence products and systems; mission management; and power-and energy-management systems. Headquartered in Nashua, New Hampshire, ES employs approximately 13,000 people globally, with engineering and manufacturing functions primarily in the United States, United Kingdom, and Israel.","['geospatial imagery intelligence products', 'object-oriented language experience', 'strong problem-solving abilities', 'fast labs collaborate across', 'secure networked communications equipment', 'current java software development experience', 'current c++ software development experience', 'active top secret security clearance', 'full life-cycle software development experience', 'developing next-generation electronic warfare capabilities']"
Software Engineer - SMART,"Nashua, NH",DCS Corp,"Carries out computer hardware and software security strategies for requested programs.
Reviews and executes software related test plans, test procedures,…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=b2f56764c9e9c695&fccid=1380d0d61a54c0c0&vjs=3,"DCS is seeking an experienced Software Engineer to join our team to support the Army SMART software suite.. . Essential Job Functions:. Performs software development with extensive knowledge of 3rd and 4th Generation languages such as C, C++, C#, JAVA, and Python (C# preferred).. . Supports senior engineers performing engineering and scientific work involving the design, development, and operation of man portable computer systems, including hardware and software and their integration with other systems and peripherals.. . Reviews and executes software related test plans, test procedures, software requirement and interface specification, software design document, test scripts and test reports on technical adequacy on assigned programs, for both government and contractor testing, as well as related failure reports.. . Carries out computer hardware and software security strategies for requested programs.. . Extensive understanding of the DoD standards guiding the development of computer hardware and software policy, requirements, integration, engineering, and testing.. . Perform security, analyses and risk/vulnerability assessments of computer hardware and software.. . Periodic travel (<10%) to customer sites to interface directly with the customer, maintain databases, and resolve database issues.. . Location in Nashua, NH, other DCS location, or remote telework for qualified candidates.. . Required Skills:. Due to the sensitivity of customer related requirements, U.S. Citizenship is required.. . Bachelor's degree in relevant engineering / technology field plus 5 years of experience or a Master’s degree plus 4 years of experience is required.. . Ability to obtain Secret Clearance within 6- 9 months of hire date.. . Ability to work with a geographically-distributed team.. . Significant experience with developing software using one or more high-level languages (C++, C#, Java) – C# is preferred.. . Experience with Web Application Design and Development using one or more of the following – ASP.NET, ASP.NET Core, JavaScript, CSS, HTML5.. . Desired Skills:. Knowledge and familiarity with Microsoft Azure DevOps for team tasking, repo, and pipeline management.. . Microsoft SQL experience is a plus.. . Knowledge and familiarity with Git.. . Experience with Scaled Agile Framework (SAFe), any certification is a plus.. . Knowledge and understanding of logistics and fielding equipment needs of US Army soldiers.","['microsoft azure devops', 'scaled agile framework', 'fielding equipment needs', 'related failure reports', 'man portable computer systems', 'army smart software suite', 'developing software using one', 'relevant engineering / technology field', 'executes software related test plans', 'supports senior engineers performing engineering']"
